id,name,stars,link
7600409,shadowsocks/shadowsocks-windows,50395,https://github.com/shadowsocks/shadowsocks-windows
11620669,CodeHubApp/CodeHub,22942,https://github.com/CodeHubApp/CodeHub
49609581,PowerShell/PowerShell,21403,https://github.com/PowerShell/PowerShell
17620347,dotnet/aspnetcore,19087,https://github.com/dotnet/aspnetcore
15315789,Wox-launcher/Wox,18196,https://github.com/Wox-launcher/Wox
38380854,0xd4d/dnSpy,15670,https://github.com/0xd4d/dnSpy
70104825,dotnet-architecture/eShopOnContainers,15130,https://github.com/dotnet-architecture/eShopOnContainers
69662720,mxgmn/WaveFunctionCollapse,15128,https://github.com/mxgmn/WaveFunctionCollapse
199570071,2dust/v2rayN,14071,https://github.com/2dust/v2rayN
13428264,ShareX/ShareX,13676,https://github.com/ShareX/ShareX
29078997,dotnet/roslyn,13373,https://github.com/dotnet/roslyn
54086969,thangchung/awesome-dotnet-core,13022,https://github.com/thangchung/awesome-dotnet-core
1613345,StackExchange/Dapper,12759,https://github.com/StackExchange/Dapper
64713769,NickeManarin/ScreenToGif,12204,https://github.com/NickeManarin/ScreenToGif
1327739,icsharpcode/ILSpy,11005,https://github.com/icsharpcode/ILSpy
30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,9561,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit
16157746,dotnet/efcore,9433,https://github.com/dotnet/efcore
14964475,AvaloniaUI/Avalonia,9384,https://github.com/AvaloniaUI/Avalonia
102904613,Unity-Technologies/ml-agents,9363,https://github.com/Unity-Technologies/ml-agents
791611,mono/mono,8838,https://github.com/mono/mono
12201538,aspnetboilerplate/aspnetboilerplate,8758,https://github.com/aspnetboilerplate/aspnetboilerplate
143460965,GoogleCloudPlatform/microservices-demo,8541,https://github.com/GoogleCloudPlatform/microservices-demo
959908,OpenRA/OpenRA,8540,https://github.com/OpenRA/OpenRA
2087064,SignalR/SignalR,8113,https://github.com/SignalR/SignalR
3476845,JamesNK/Newtonsoft.Json,8043,https://github.com/JamesNK/Newtonsoft.Json
9864166,App-vNext/Polly,7945,https://github.com/App-vNext/Polly
28239455,dotnet/AspNetCore.Docs,7784,https://github.com/dotnet/AspNetCore.Docs
161012019,jellyfin/jellyfin,7678,https://github.com/jellyfin/jellyfin
505380,AutoMapper/AutoMapper,7476,https://github.com/AutoMapper/AutoMapper
374228,restsharp/RestSharp,7399,https://github.com/restsharp/RestSharp
1135454,cefsharp/CefSharp,7315,https://github.com/cefsharp/CefSharp
2584777,MahApps/MahApps.Metro,7149,https://github.com/MahApps/MahApps.Metro
738250,NancyFx/Nancy,7130,https://github.com/NancyFx/Nancy
118322286,felixse/FluentTerminal,7124,https://github.com/felixse/FluentTerminal
132021166,dotnet/machinelearning,7106,https://github.com/dotnet/machinelearning
46652227,IdentityServer/IdentityServer4,7031,https://github.com/IdentityServer/IdentityServer4
126486701,Unity-Technologies/UnityCsReference,6965,https://github.com/Unity-Technologies/UnityCsReference
1579990,MonoGame/MonoGame,6962,https://github.com/MonoGame/MonoGame
28232663,dotnet/orleans,6872,https://github.com/dotnet/orleans
28647218,chocolatey/choco,6870,https://github.com/chocolatey/choco
88064357,QL-Win/QuickLook,6712,https://github.com/QL-Win/QuickLook
7560589,JeffreySu/WeiXinMPSDK,6383,https://github.com/JeffreySu/WeiXinMPSDK
46755185,bitwarden/server,6104,https://github.com/bitwarden/server
142076747,microsoft/ailab,6058,https://github.com/microsoft/ailab
75990888,dotnet/csharplang,6046,https://github.com/dotnet/csharplang
11920542,HangfireIO/Hangfire,6033,https://github.com/HangfireIO/Hangfire
193681686,NetchX/Netch,5869,https://github.com/NetchX/Netch
15126429,aspnet/Mvc,5743,https://github.com/aspnet/Mvc
12191244,dotnet/BenchmarkDotNet,5734,https://github.com/dotnet/BenchmarkDotNet
